exec_date,index,entity,year,period,total
2020-12-15 09:28:27.533046,124,05000,2020,8,0.0
2020-12-15 09:28:27.533046,125,05000,2020,9,0.0
2020-12-15 09:28:27.533046,126,05000,2020,10,0.0
2020-12-15 09:28:27.533046,127,05000,2020,11,0.0
2020-12-15 09:28:27.533046,128,05000,2020,12,0.0
2020-12-15 09:28:27.533046,129,05000,2020,13,0.0
2020-12-15 09:28:27.533046,130,08000,2016,1,0.6426
2020-12-15 09:28:27.533046,131,08000,2016,2,1.5263
2020-12-15 09:28:27.533046,132,08000,2016,3,1.9681
2020-12-15 09:28:27.533046,133,08000,2016,4,2.3698
2020-12-15 09:28:27.533046,134,08000,2016,5,2.4099
2020-12-15 09:28:27.533046,135,08000,2016,6,2.3296
2020-12-15 09:28:27.533046,136,08000,2016,7,3.0927
2020-12-15 09:28:27.533046,137,08000,2016,8,3.1731
2020-12-15 09:28:27.533046,138,08000,2016,9,2.9722
2020-12-15 09:28:27.533046,139,08000,2016,10,3.0927
2020-12-15 09:28:27.533046,140,08000,2016,11,3.1329
2020-12-15 09:28:27.533046,141,08000,2016,12,2.4501
2020-12-15 09:28:27.533046,142,08000,2016,13,2.4099
2020-12-15 09:28:27.533046,143,08000,2017,1,1.9062
2020-12-15 09:28:27.533046,144,08000,2017,2,3.0976
2020-12-15 09:28:27.533046,145,08000,2017,3,4.0904
2020-12-15 09:28:27.533046,146,08000,2017,4,4.011
2020-12-15 09:28:27.533046,147,08000,2017,5,3.6933
2020-12-15 09:28:27.533046,148,08000,2017,6,3.733
2020-12-15 09:28:27.533046,149,08000,2017,7,3.5741
2020-12-15 09:28:27.533046,150,08000,2017,8,3.8521
2020-12-15 09:28:27.533046,151,08000,2017,9,3.455
2020-12-15 09:28:27.533046,152,08000,2017,10,4.1301
2020-12-15 09:28:27.533046,153,08000,2017,11,3.5344
2020-12-15 09:28:27.533046,154,08000,2017,12,3.7727
2020-12-15 09:28:27.533046,155,08000,2017,13,4.6464
2020-12-15 09:28:27.533046,156,08000,2018,1,2.7493
2020-12-15 09:28:27.533046,157,08000,2018,2,3.4562
2020-12-15 09:28:27.533046,158,08000,2018,3,4.0846
2020-12-15 09:28:27.533046,159,08000,2018,4,4.3988
2020-12-15 09:28:27.533046,160,08000,2018,5,5.1058
2020-12-15 09:28:27.533046,161,08000,2018,6,4.2024
2020-12-15 09:28:27.533046,162,08000,2018,7,4.9487
2020-12-15 09:28:27.533046,163,08000,2018,8,5.6949
2020-12-15 09:28:27.533046,164,08000,2018,9,5.6163
2020-12-15 09:28:27.533046,165,08000,2018,10,5.3021
2020-12-15 09:28:27.533046,166,08000,2018,11,4.3595
2020-12-15 09:28:27.533046,167,08000,2018,12,5.4985
2020-12-15 09:28:27.533046,168,08000,2018,13,5.8913
2020-12-15 09:28:27.533046,169,08000,2019,1,2.5254
2020-12-15 09:28:27.533046,170,08000,2019,2,4.1573
2020-12-15 09:28:27.533046,171,08000,2019,3,5.7502
2020-12-15 09:28:27.533046,172,08000,2019,4,5.8279
2020-12-15 09:28:27.533046,173,08000,2019,5,5.556
2020-12-15 09:28:27.533046,174,08000,2019,6,5.7502
2020-12-15 09:28:27.533046,175,08000,2019,7,3.8076
2020-12-15 09:28:27.533046,176,08000,2019,8,5.284
2020-12-15 09:28:27.533046,177,08000,2019,9,5.4394
2020-12-15 09:28:27.533046,178,08000,2019,10,6.605
2020-12-15 09:28:27.533046,179,08000,2019,11,5.9445
2020-12-15 09:28:27.533046,180,08000,2019,12,5.1286
2020-12-15 09:28:27.533046,181,08000,2019,13,6.5273
2020-12-15 09:28:27.533046,182,08000,2020,1,2.8449
2020-12-15 09:28:27.533046,183,08000,2020,2,5.2285
2020-12-15 09:28:27.533046,184,08000,2020,3,4.6134
2020-12-15 09:28:27.533046,185,08000,2020,4,3.2294
2020-12-15 09:28:27.533046,186,08000,2020,5,0.8458
2020-12-15 09:28:27.533046,187,08000,2020,6,0.0
2020-12-15 09:28:27.533046,188,08000,2020,7,0.0
2020-12-15 09:28:27.533046,189,08000,2020,8,0.0
2020-12-15 09:28:27.533046,190,08000,2020,9,0.0
2020-12-15 09:28:27.533046,191,08000,2020,10,0.0
2020-12-15 09:28:27.533046,192,08000,2020,11,0.0
2020-12-15 09:28:27.533046,193,08000,2020,12,0.0
2020-12-15 09:28:27.533046,194,08000,2020,13,0.0
2020-12-15 09:28:27.533046,195,13000,2016,1,0.4241
2020-12-15 09:28:27.533046,196,13000,2016,2,2.2149
2020-12-15 09:28:27.533046,197,13000,2016,3,2.3562
2020-12-15 09:28:27.533046,198,13000,2016,4,2.5447
2020-12-15 09:28:27.533046,199,13000,2016,5,2.4976
2020-12-15 09:28:27.533046,200,13000,2016,6,2.4505
2020-12-15 09:28:27.533046,201,13000,2016,7,2.2149
2020-12-15 09:28:27.533046,202,13000,2016,8,2.5447
2020-12-15 09:28:27.533046,203,13000,2016,9,2.1206
2020-12-15 09:28:27.533046,204,13000,2016,10,2.5447
2020-12-15 09:28:27.533046,205,13000,2016,11,2.8275
2020-12-15 09:28:27.533046,206,13000,2016,12,2.5447
2020-12-15 09:28:27.533046,207,13000,2016,13,2.8746
2020-12-15 09:28:27.533046,208,13000,2017,1,2.1892
2020-12-15 09:28:27.533046,209,13000,2017,2,2.3755
2020-12-15 09:28:27.533046,210,13000,2017,3,2.655
2020-12-15 09:28:27.533046,211,13000,2017,4,2.7481
2020-12-15 09:28:27.533046,212,13000,2017,5,3.3071
