date,entity,year,period,value,forecast,ci_inf,ci_sup
2020-08-09,68001,2020.0,5.0,,22,14.456811651246579,29.757152473298103
2020-08-09,70000,2020.0,5.0,,31,0.0,1019603005.2451317
2020-08-09,70001,2020.0,5.0,,14,11.488316296284703,16.768096972541123
2020-08-09,73000,2020.0,5.0,,100,72.93317086542848,128.03988565005562
2020-08-09,73001,2020.0,5.0,,39,0.0,2124561030.0842838
2020-08-09,76000,2020.0,5.0,,63,0.0,161.49851855876994
2020-08-09,76001,2020.0,5.0,,94,54.573576458920996,132.7825646433117
2020-08-09,81000,2020.0,5.0,,7,0.0,21.98832590511182
2020-08-09,81001,2020.0,5.0,,2,0.0,6.77033629059396
2020-08-09,85000,2020.0,5.0,,26,21.66097264958382,31.265189677787298
2020-08-09,85001,2020.0,5.0,,2,0.0,8.097113643584668
2020-08-09,86000,2020.0,5.0,,25,8.063321457943662,42.693043446701694
2020-08-09,86001,2020.0,5.0,,10,0.7967561686188915,19.202373299328084
2020-08-09,88000,2020.0,5.0,,1,0.0,2.322342481893121
2020-08-09,88001,2020.0,5.0,,2,0.13052949051451268,3.0903829990899068
2020-08-09,91000,2020.0,5.0,,4,0.5650421504454881,7.43495348911846
2020-08-09,91001,2020.0,5.0,,5,3.2230518949494096,7.466981983861914
2020-08-09,94000,2020.0,5.0,,0,0.0,7914858690.86151
2020-08-09,94001,2020.0,5.0,,3,0.04254535822503058,4.988447173695348
2020-08-09,95000,2020.0,5.0,,3,0.8268225436848344,5.908452849468752
2020-08-09,95001,2020.0,5.0,,5,1.6718325839365296,7.832282781357073
2020-08-09,97000,2020.0,5.0,,6,0.168277734594664,11.145257287423771
2020-08-09,97001,2020.0,5.0,,8,5.586497123441452,10.393882532740664
2020-08-09,99000,2020.0,5.0,,1,0.0,4.460213142156546
2020-08-09,99001,2020.0,5.0,,0,0.0,0.0
2020-09-06,00000,2020.0,6.0,,0,0.0,0.0
2020-09-06,05000,2020.0,6.0,,24,0.0,134.36173467506927
2020-09-06,05001,2020.0,6.0,,129,77.11531894423666,180.3844500273574
2020-09-06,08000,2020.0,6.0,,75,42.47735133080806,106.64701587630137
2020-09-06,08001,2020.0,6.0,,35,13.181166965542399,57.71595080454874
2020-09-06,11001,2020.0,6.0,,156,69.50783303080382,241.98694779656373
2020-09-06,13000,2020.0,6.0,,33,2.5062652370042002,64.46253584270323
2020-09-06,13001,2020.0,6.0,,0,0.0,0.0
2020-09-06,15000,2020.0,6.0,,50,35.17349579396486,64.77222514084403
2020-09-06,15001,2020.0,6.0,,6,0.0,12.949922177618834
2020-09-06,17000,2020.0,6.0,,78,54.523637744644326,102.30102213672492
2020-09-06,17001,2020.0,6.0,,45,28.885533808474474,61.04645221948614
2020-09-06,18000,2020.0,6.0,,16,9.358671785336067,23.09470801919714
2020-09-06,18001,2020.0,6.0,,5,0.0,17.920879552077746
2020-09-06,19000,2020.0,6.0,,46,31.086856893582834,61.878326591427296
2020-09-06,19001,2020.0,6.0,,8,0.0,17.42702757789675
2020-09-06,20000,2020.0,6.0,,46,29.20610245139443,63.002026293664215
2020-09-06,20001,2020.0,6.0,,26,19.802891854256927,33.008384095692776
2020-09-06,23000,2020.0,6.0,,45,45.24417942149956,45.25526859805883
2020-09-06,23001,2020.0,6.0,,16,10.084502100200327,22.7603191156876
2020-09-06,25000,2020.0,6.0,,100,26.506062815059124,174.11976724595178
2020-09-06,27000,2020.0,6.0,,0,0.0,15791152890.88908
2020-09-06,27001,2020.0,6.0,,3,0.0,8.604148990583546
2020-09-06,41000,2020.0,6.0,,33,24.382808413926043,42.18215037456439
2020-09-06,41001,2020.0,6.0,,13,5.526108568966575,20.568820463175012
2020-09-06,44000,2020.0,6.0,,20,15.270136185066143,25.34976369556803
2020-09-06,44001,2020.0,6.0,,7,4.129193392482819,10.26365403206825
2020-09-06,47000,2020.0,6.0,,51,48.90418561829809,52.927010064706494
2020-09-06,47001,2020.0,6.0,,16,9.942339236369014,21.58277785130187
2020-09-06,50000,2020.0,6.0,,32,18.290434271045,44.732226884784254
2020-09-06,50001,2020.0,6.0,,0,0.0,11.333824873706044
2020-09-06,52000,2020.0,6.0,,36,0.0,80.67747252994371
2020-09-06,52001,2020.0,6.0,,38,23.867575057309182,52.03629936005606
2020-09-06,54000,2020.0,6.0,,66,47.54767307957219,84.26049700115168
2020-09-06,54001,2020.0,6.0,,10,0.939692510672856,19.664627712745236
2020-09-06,63000,2020.0,6.0,,26,7.787139599680589,44.926851455829535
2020-09-06,63001,2020.0,6.0,,24,18.57468637487055,29.574647045196937
2020-09-06,66000,2020.0,6.0,,33,6.700702907083549,59.071993514777716
2020-09-06,66001,2020.0,6.0,,21,9.951995507162954,32.924314503075756
2020-09-06,68000,2020.0,6.0,,70,40.790235412141755,98.42014879666309
2020-09-06,68001,2020.0,6.0,,28,20.773483259084895,36.141563832223795
2020-09-06,70000,2020.0,6.0,,30,0.0,1024596015.593542
