entity,year,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53
VILLAVICENCIO,2018,4,5,4,7,6,7,9,7,3,7,6,10,11,6,10,7,9,10,3,3,5,5,8,6,3,9,4,3,7,5,4,11,4,7,5,6,8,5,3,4,8,4,2,2,6,9,2,5,4,5,4,7,
PASTO,2018,2,8,9,6,9,9,9,10,8,12,7,7,13,8,3,8,14,17,8,10,8,12,17,9,21,9,10,14,8,9,9,11,6,8,0,9,15,11,11,14,14,12,10,15,10,16,9,9,13,9,7,3,
CUCUTA,2018,1,0,6,3,5,7,10,12,4,8,11,2,2,6,13,8,8,7,12,8,6,10,7,6,4,7,5,9,3,8,5,7,4,6,10,7,2,7,3,5,8,6,7,10,6,4,5,6,3,4,7,6,
ARMENIA,2018,4,4,7,1,5,0,4,5,3,7,5,6,3,7,8,3,5,5,0,1,5,4,6,8,4,5,3,8,6,3,7,4,6,6,8,9,5,9,8,6,6,2,8,10,7,5,7,11,5,6,4,5,
PEREIRA,2018,4,6,9,5,5,8,6,8,13,14,10,4,9,7,7,8,8,7,9,4,11,6,8,5,9,3,12,10,12,2,5,2,6,6,6,6,3,2,7,3,2,12,5,9,4,5,9,4,11,10,8,9,
BUCARAMANGA,2018,0,3,9,6,5,7,12,10,6,7,6,12,7,7,10,5,6,11,5,4,5,2,3,5,6,10,4,4,6,10,4,4,6,3,9,7,9,7,8,6,3,4,5,14,9,4,8,5,9,10,3,5,
SINCELEJO,2018,3,2,0,7,3,0,1,2,4,3,1,4,1,0,5,3,3,0,3,3,3,2,2,0,3,5,1,4,3,0,5,8,6,5,1,5,3,5,3,6,2,8,5,7,4,1,6,1,3,4,2,1,
IBAGUE,2018,6,9,3,6,8,11,4,9,7,9,12,10,11,8,11,10,3,17,6,10,10,12,4,9,7,13,7,4,8,9,5,14,4,10,9,8,8,10,9,13,10,12,15,8,6,9,14,9,1,7,10,13,
CALI,2018,10,12,23,27,30,28,39,37,38,52,23,28,22,25,30,24,33,44,27,22,40,47,28,24,27,28,26,21,25,31,38,39,28,35,30,23,28,39,32,27,38,22,37,35,19,27,19,24,28,23,28,24,
ARAUCA CAP,2018,0,1,2,0,0,3,1,1,1,1,1,3,0,1,1,0,0,1,2,1,1,0,0,1,0,1,3,1,3,2,1,0,1,1,1,3,3,3,4,2,0,3,1,1,2,3,0,2,1,0,2,4,
YOPAL,2018,0,4,1,3,0,0,4,1,3,3,7,3,1,2,3,2,3,1,7,2,1,4,2,0,1,3,2,3,0,1,0,0,2,1,1,0,4,2,4,3,1,3,6,1,7,1,8,3,2,1,1,2,
MOCOA,2018,2,0,0,4,0,0,0,1,0,1,2,0,3,1,3,3,2,1,1,1,0,1,2,2,0,1,1,1,1,3,1,2,1,1,3,2,0,1,1,0,3,1,2,1,2,2,0,0,3,0,1,4,
SAN ANDRES CAP,2018,0,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,
LETICIA,2018,0,0,0,0,1,0,0,1,1,2,0,0,1,2,0,0,1,0,2,0,1,1,2,1,2,2,1,0,0,0,2,3,0,0,1,1,2,1,1,4,0,0,0,2,0,0,0,0,0,0,2,3,
PUERTO INIRIDA,2018,0,0,0,0,0,1,0,0,1,0,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,1,0,0,
SAN JOSE DEL GUAVIARE,2018,1,1,0,1,0,0,2,0,2,0,0,2,1,0,0,2,1,1,2,2,0,0,0,1,1,0,0,1,1,0,0,0,1,0,0,0,2,2,1,0,0,0,2,0,1,0,0,1,1,1,0,0,
MITU,2018,2,0,2,0,1,1,0,3,4,2,1,3,4,2,0,2,0,2,3,3,1,1,1,1,3,3,2,1,2,4,3,1,2,1,4,1,3,0,2,0,1,1,3,5,4,0,1,1,2,0,1,1,
PUERTO CARREÑO,2018,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,
MEDELLIN,2017,30,28,27,29,41,31,37,36,35,51,42,46,46,54,31,49,48,46,57,35,33,46,45,48,43,39,24,49,40,38,50,55,50,35,41,57,38,57,47,36,56,42,37,50,28,34,56,31,32,56,45,36,
BARRANQUILLA,2017,10,8,4,9,11,8,10,8,12,21,10,15,12,16,2,6,15,10,10,12,8,16,18,8,10,10,11,12,10,9,9,6,11,12,12,18,9,6,13,6,8,11,16,14,12,11,8,11,10,12,11,9,
BOGOTA,2017,31,31,26,43,42,37,39,40,30,72,69,37,28,45,22,34,37,45,48,53,57,48,72,64,36,35,86,69,31,39,43,46,60,54,37,74,55,44,51,53,60,36,61,47,56,63,43,26,39,29,23,25,
CARTAGENA,2017,12,10,1,6,8,6,4,7,6,9,12,10,7,4,8,21,5,10,9,16,10,15,17,8,10,10,8,15,6,14,9,11,11,8,8,11,14,9,7,9,10,11,11,10,11,19,10,9,11,5,5,7,
TUNJA,2017,1,0,1,0,2,3,0,3,1,2,2,2,1,5,7,7,1,3,3,4,3,2,7,1,4,1,4,1,1,1,3,0,2,2,2,2,3,6,2,4,3,4,3,3,2,5,6,1,3,3,1,2,
MANIZALES,2017,4,8,4,11,9,5,3,3,4,5,3,5,9,7,4,5,6,7,8,7,13,7,13,13,5,9,12,15,9,10,11,14,7,6,7,11,7,14,9,6,10,13,6,7,9,11,13,8,6,10,7,7,
FLORENCIA,2017,3,1,2,2,3,3,2,2,3,3,4,2,4,6,2,0,1,3,3,5,2,3,1,3,1,3,3,7,3,4,3,6,3,3,2,1,0,1,3,4,5,5,2,2,1,0,5,2,1,1,1,1,
POPAYAN,2017,2,4,2,6,5,6,7,5,12,3,6,9,0,7,4,8,8,4,7,2,6,4,9,5,11,4,5,4,8,3,5,8,11,7,6,5,6,7,7,12,3,8,7,9,5,9,3,3,9,5,2,1,
VALLEDUPAR,2017,3,7,2,6,3,7,6,5,11,8,9,5,5,4,4,6,4,3,4,3,3,5,8,6,4,2,9,3,5,10,3,6,8,4,5,2,3,5,10,9,2,6,5,6,5,7,6,9,5,4,6,6,
MONTERIA,2017,2,3,3,4,3,1,5,6,3,1,5,9,3,11,6,7,5,4,3,5,6,3,11,4,6,6,6,4,4,5,2,2,3,2,3,3,6,4,5,4,5,7,6,1,5,4,5,7,3,0,5,3,
QUIBDO,2017,0,0,0,0,0,3,1,1,0,0,2,1,0,1,1,1,1,1,0,0,0,2,1,2,0,1,1,0,0,0,2,1,2,0,1,3,4,1,1,1,0,3,2,0,0,2,2,2,3,1,1,0,
NEIVA,2017,5,6,5,6,3,9,4,6,10,8,5,7,6,9,6,5,8,7,7,10,12,9,10,9,6,8,9,5,7,10,7,7,9,5,10,11,5,9,11,11,9,7,6,6,4,6,6,6,12,7,5,7,
RIOHACHA,2017,0,3,1,1,1,2,1,1,1,3,1,1,2,3,3,1,2,2,1,1,2,2,2,1,1,1,2,3,3,0,1,0,0,1,3,3,1,0,2,0,1,2,1,2,1,3,3,4,2,2,1,3,
SANTA MARTA,2017,4,5,4,3,7,3,2,5,5,6,3,5,3,4,1,9,4,6,7,5,3,7,4,3,3,1,6,2,5,6,4,4,4,3,6,5,5,5,5,3,2,5,4,10,4,4,4,7,7,7,4,5,
VILLAVICENCIO,2017,3,7,4,7,9,6,1,6,3,1,7,4,6,6,3,7,4,5,10,16,7,4,7,3,9,4,6,8,5,6,6,8,3,8,7,8,6,6,5,5,3,8,7,7,6,6,8,7,5,3,6,2,
PASTO,2017,6,5,8,6,3,8,5,9,9,8,14,12,10,10,7,5,5,9,14,6,14,7,13,8,10,12,7,10,10,8,9,14,12,8,7,9,16,13,14,16,13,9,22,11,10,8,6,6,7,8,14,9,
CUCUTA,2017,2,4,3,4,1,22,8,5,14,8,7,4,5,9,6,4,4,9,6,11,5,8,6,5,8,7,2,8,10,5,2,3,8,3,4,14,7,5,4,7,3,3,5,1,3,10,6,6,7,5,8,7,
ARMENIA,2017,4,6,4,7,2,1,6,2,7,4,4,5,5,2,3,8,1,6,4,3,3,5,7,3,7,1,2,7,4,9,3,2,4,13,5,4,6,9,2,2,3,3,5,3,4,4,5,5,2,1,1,3,
PEREIRA,2017,5,3,3,7,3,7,5,4,5,5,4,3,5,1,5,4,4,6,3,6,4,4,4,1,4,2,2,3,4,8,10,5,6,6,3,5,2,8,8,7,4,11,9,6,3,4,7,5,11,5,5,4,
BUCARAMANGA,2017,1,3,3,0,5,2,3,5,3,1,3,4,5,3,4,6,1,7,2,8,11,2,7,3,2,5,7,4,6,8,4,3,9,4,8,10,3,6,9,6,6,10,7,5,5,8,4,9,10,4,6,6,
SINCELEJO,2017,3,5,2,2,2,5,1,4,6,2,3,1,1,0,2,4,2,4,1,2,1,4,2,9,1,3,1,3,2,3,3,2,6,3,4,3,1,1,5,8,1,5,0,3,2,1,2,2,1,4,2,5,
IBAGUE,2017,6,3,10,5,7,10,7,3,3,6,5,8,3,6,5,7,12,6,12,12,8,3,3,5,7,9,9,10,7,2,6,8,4,8,12,8,11,11,4,4,8,8,10,5,4,8,5,10,3,11,7,7,
CALI,2017,17,15,22,13,28,30,25,24,26,28,28,43,34,34,20,28,33,27,23,34,39,22,28,36,29,27,31,17,33,25,30,28,28,23,28,36,39,28,18,34,35,41,29,30,40,28,29,28,16,30,24,22,
ARAUCA CAP,2017,1,0,2,1,0,5,3,2,3,3,2,3,4,4,1,2,3,3,1,3,4,1,0,2,2,2,3,3,3,1,1,1,1,2,0,0,1,2,0,3,2,2,4,2,3,2,0,1,0,2,0,1,
YOPAL,2017,1,0,0,2,3,0,1,2,2,1,4,5,3,3,3,2,4,4,1,2,0,1,4,0,5,4,2,1,1,1,7,2,1,0,2,1,4,3,1,2,4,2,3,4,5,6,1,4,1,1,5,2,
MOCOA,2017,1,0,1,0,1,1,0,2,1,1,3,0,2,2,0,0,3,0,0,1,2,1,1,2,1,0,0,1,0,2,0,4,0,2,2,1,0,3,1,1,1,2,1,1,2,0,1,2,2,2,2,0,
SAN ANDRES CAP,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,
LETICIA,2017,0,0,0,1,0,1,0,2,1,0,1,0,1,0,0,0,0,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,0,1,0,1,1,0,0,3,2,1,2,1,1,0,2,1,0,3,0,1,
PUERTO INIRIDA,2017,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,
SAN JOSE DEL GUAVIARE,2017,0,0,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,2,2,2,0,1,0,0,0,0,0,1,0,
MITU,2017,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,4,0,0,0,0,0,2,2,0,2,0,1,0,0,0,0,0,3,0,8,2,4,0,1,0,0,0,3,0,0,0,1,2,0,
PUERTO CARREÑO,2017,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
MEDELLIN,2016,2,0,1,1,0,4,5,11,17,22,23,23,33,34,32,49,48,41,30,55,39,25,32,27,35,27,21,41,27,38,34,35,34,36,36,39,34,50,52,29,41,24,60,35,27,21,44,37,33,35,29,28,
BARRANQUILLA,2016,1,2,1,7,5,3,2,5,4,8,7,5,2,5,10,10,5,10,7,5,10,4,7,6,7,7,14,12,14,9,10,12,14,10,14,8,11,11,8,8,11,15,8,6,9,10,5,6,5,7,8,5,
BOGOTA,2016,68,62,71,54,34,60,79,54,115,98,89,26,80,63,66,70,44,43,28,31,15,41,33,29,17,62,84,85,55,42,38,19,15,24,35,44,57,84,70,62,50,85,51,66,70,60,62,99,48,56,51,42,
CARTAGENA,2016,2,1,2,4,9,8,10,8,10,8,7,6,8,10,6,5,9,7,12,8,9,7,7,6,7,8,4,9,7,2,11,3,7,5,5,5,7,7,10,4,10,9,9,3,9,6,8,4,7,8,18,8,
TUNJA,2016,1,0,2,1,1,1,3,1,4,4,2,2,1,2,1,2,2,5,2,3,6,2,2,4,4,4,3,5,3,2,1,1,1,1,2,1,0,2,0,4,3,1,1,2,4,1,1,6,3,3,1,1,
MANIZALES,2016,2,2,0,1,1,3,0,1,3,8,12,12,8,9,5,15,9,6,4,9,9,11,6,8,8,8,8,9,9,4,6,11,7,6,7,10,7,15,4,6,11,8,9,11,7,10,7,4,8,9,6,9,
FLORENCIA,2016,0,1,1,2,1,1,1,3,1,3,2,3,3,4,3,2,1,0,3,2,5,2,3,3,0,2,1,3,3,1,1,1,5,3,3,1,2,3,6,2,4,3,7,0,2,2,5,4,0,0,0,1,
POPAYAN,2016,0,0,2,0,0,1,0,3,2,0,2,3,0,7,4,6,5,0,4,9,3,3,4,5,2,7,3,1,4,6,1,5,3,1,5,0,4,5,6,4,5,2,3,9,4,5,7,4,1,1,6,10,
VALLEDUPAR,2016,1,0,1,1,3,0,2,3,9,3,5,1,3,5,3,4,3,9,4,8,1,1,3,3,3,5,9,7,3,4,3,8,2,4,5,5,5,4,5,4,1,3,5,3,0,3,3,1,8,6,3,2,
MONTERIA,2016,0,0,0,1,1,0,1,5,5,7,5,3,3,5,7,6,4,3,5,4,10,4,2,4,5,4,5,7,3,4,4,2,4,2,1,3,2,3,6,7,3,8,3,3,4,8,1,1,3,5,5,4,
QUIBDO,2016,0,0,0,0,0,0,0,2,1,2,1,0,0,1,1,2,1,1,2,1,0,0,0,1,0,0,1,0,2,0,0,0,3,2,3,0,0,0,0,1,1,0,1,2,3,2,0,0,0,1,0,0,
NEIVA,2016,1,3,1,2,6,5,4,6,8,4,7,8,7,7,10,7,4,6,9,6,7,7,7,5,7,6,7,3,2,2,7,12,4,7,7,3,5,7,11,5,6,5,8,7,6,5,6,5,8,5,7,4,
RIOHACHA,2016,0,0,0,0,0,0,0,1,0,1,2,0,0,1,0,1,1,2,0,0,0,1,0,2,4,0,0,1,2,1,0,0,0,0,1,0,0,1,0,1,2,0,2,1,1,0,0,0,2,1,0,1,
SANTA MARTA,2016,1,0,0,1,0,0,1,1,9,0,2,2,2,1,3,1,6,3,4,5,7,5,3,2,7,2,3,3,5,5,0,1,4,1,8,4,6,5,2,4,5,1,3,2,1,5,2,2,4,4,4,3,
VILLAVICENCIO,2016,1,3,0,2,0,2,1,1,2,2,4,1,4,0,2,8,3,2,4,0,4,3,3,4,4,1,2,1,3,3,2,3,1,6,3,4,9,6,4,7,8,1,0,3,3,1,5,9,7,5,6,2,
PASTO,2016,0,0,4,3,1,3,0,3,3,4,10,3,8,3,5,1,3,11,3,6,10,20,3,4,15,4,5,6,3,4,9,10,3,6,6,14,16,14,15,10,7,5,5,5,6,6,10,13,7,6,3,6,
CUCUTA,2016,0,1,0,0,0,0,2,5,0,1,0,1,0,2,4,0,1,0,0,0,1,1,1,2,3,0,2,2,2,0,4,6,3,3,3,2,3,3,5,2,1,5,2,2,2,3,2,2,1,3,3,6,
ARMENIA,2016,2,0,1,0,0,1,2,3,2,1,3,2,3,0,2,1,1,4,2,6,3,8,5,0,0,2,7,3,2,4,6,6,10,2,5,4,5,3,2,5,3,6,5,10,6,3,9,1,4,6,2,5,
PEREIRA,2016,1,1,1,0,0,2,1,0,2,4,4,1,6,3,9,2,4,2,5,8,3,3,3,3,3,4,6,6,10,5,8,4,7,6,3,1,3,5,8,5,4,7,2,2,0,3,3,0,2,7,10,3,
BUCARAMANGA,2016,0,0,2,1,3,1,1,2,5,1,5,3,0,1,3,4,1,7,6,5,5,2,9,2,4,1,5,1,8,4,1,9,5,3,3,7,4,6,5,4,3,8,4,2,4,4,2,2,4,7,5,2,
SINCELEJO,2016,0,0,1,1,0,0,0,0,2,1,4,1,2,1,2,6,1,1,2,3,2,1,2,1,0,1,0,1,3,0,3,3,2,1,2,1,2,0,3,3,4,2,2,4,2,0,2,2,5,0,2,1,
IBAGUE,2016,2,2,0,0,4,8,10,6,7,4,5,5,7,6,7,7,3,6,5,6,4,5,6,11,4,6,9,5,9,9,15,5,6,5,10,6,6,5,7,5,6,12,7,8,7,6,7,7,10,5,7,12,
CALI,2016,3,0,0,0,3,3,1,16,13,19,24,9,20,20,17,24,22,13,16,27,25,21,11,16,19,24,20,15,21,11,17,15,16,26,20,14,19,28,29,18,30,14,10,21,14,22,18,11,28,25,13,21,
ARAUCA CAP,2016,0,0,0,0,0,0,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,2,2,3,1,0,1,1,2,0,0,2,1,0,0,1,0,0,0,0,1,2,2,2,0,1,0,4,2,0,1,
YOPAL,2016,0,0,0,0,0,0,0,0,0,4,1,0,0,0,2,0,0,1,2,1,2,0,0,1,0,0,0,0,0,0,0,0,2,0,1,2,1,5,0,3,4,1,5,1,1,45,3,1,0,2,5,2,
MOCOA,2016,0,1,0,1,1,1,0,0,1,1,0,0,0,1,1,3,1,1,1,1,2,0,0,0,0,0,1,3,1,5,1,3,3,1,0,3,2,0,0,1,5,2,5,1,0,0,1,1,1,1,0,1,
SAN ANDRES CAP,2016,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,
LETICIA,2016,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,3,0,1,0,0,1,0,3,0,0,2,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,
PUERTO INIRIDA,2016,0,0,0,0,0,0,0,1,0,2,0,1,0,0,1,1,1,0,0,2,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
SAN JOSE DEL GUAVIARE,2016,0,2,0,1,2,0,3,0,1,1,0,0,0,1,3,1,0,0,0,2,1,1,0,0,0,2,1,0,0,2,0,0,0,1,1,0,0,0,1,1,2,0,0,0,1,1,1,0,0,2,2,1,
MITU,2016,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,6,1,0,2,2,1,0,0,0,0,1,0,1,0,1,0,0,2,0,1,0,0,1,0,0,0,
PUERTO CARREÑO,2016,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
