date,department,week,period,value
11/14/2020,NORTE SANTANDER,46,12,1
11/14/2020,ATLANTICO,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,SANTANDER,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,NORTE SANTANDER,46,12,1
11/14/2020,CASANARE,46,12,1
11/14/2020,META,46,12,1
11/14/2020,RISARALDA,46,12,1
11/14/2020,CALDAS,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,CUNDINAMARCA,46,12,1
11/14/2020,META,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,TOLIMA,46,12,1
11/14/2020,RISARALDA,46,12,1
11/14/2020,TOLIMA,46,12,1
11/14/2020,HUILA,46,12,1
11/14/2020,ATLANTICO,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,ATLANTICO,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,CAUCA,46,12,1
11/14/2020,NORTE SANTANDER,46,12,1
11/14/2020,NORTE SANTANDER,46,12,1
11/14/2020,MAGDALENA,46,12,1
11/14/2020,QUINDIO,46,12,1
11/14/2020,CASANARE,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,TOLIMA,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,CUNDINAMARCA,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,BOGOTA DC,46,12,1
11/14/2020,QUINDIO,46,12,1
11/14/2020,QUINDIO,46,12,1
11/14/2020,CUNDINAMARCA,46,12,1
11/14/2020,TOLIMA,46,12,1
11/14/2020,CORDOBA,46,12,1
11/14/2020,HUILA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,CUNDINAMARCA,46,12,1
11/14/2020,CALDAS,46,12,1
11/14/2020,SANTANDER,46,12,1
11/14/2020,ANTIOQUIA,46,12,1
11/14/2020,QUINDIO,46,12,1
11/14/2020,NORTE SANTANDER,46,12,1
11/14/2020,TOLIMA,46,12,1
11/14/2020,LA GUAJIRA,46,12,1
11/14/2020,VALLE DEL CAUCA,46,12,1
11/15/2020,NARIÑO,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,CUNDINAMARCA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,BOYACA,47,12,1
11/15/2020,NARIÑO,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,CUNDINAMARCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,CAUCA,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,CESAR,47,12,1
11/15/2020,MAGDALENA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,LA GUAJIRA,47,12,1
11/15/2020,META,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,CESAR,47,12,1
11/15/2020,QUINDIO,47,12,1
11/15/2020,RISARALDA,47,12,1
11/15/2020,AMAZONAS,47,12,1
11/15/2020,CAUCA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,CASANARE,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,BOYACA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,QUINDIO,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,BOYACA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,QUINDIO,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,RISARALDA,47,12,1
11/15/2020,LA GUAJIRA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,BOYACA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,CAQUETA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,CUNDINAMARCA,47,12,1
11/15/2020,CAQUETA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,LA GUAJIRA,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,BOYACA,47,12,1
11/15/2020,SANTANDER,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,RISARALDA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,CAUCA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,CALDAS,47,12,1
11/15/2020,RISARALDA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,CESAR,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,RISARALDA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,CUNDINAMARCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,META,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,NORTE SANTANDER,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,BOYACA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,QUINDIO,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,VALLE DEL CAUCA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,HUILA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,BOGOTA DC,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,TOLIMA,47,12,1
11/15/2020,ANTIOQUIA,47,12,1
11/15/2020,CESAR,47,12,1
11/15/2020,MAGDALENA,47,12,1
11/15/2020,CESAR,47,12,1
11/15/2020,HUILA,47,12,1
11/16/2020,CESAR,47,12,1
11/16/2020,BOYACA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,META,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,MAGDALENA,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,ATLANTICO,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,META,47,12,1
11/16/2020,RISARALDA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,BOLIVAR,47,12,1
11/16/2020,CUNDINAMARCA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,RISARALDA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ATLANTICO,47,12,1
11/16/2020,CALDAS,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,CESAR,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,BOYACA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,MAGDALENA,47,12,1
11/16/2020,NARIÑO,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,NARIÑO,47,12,1
11/16/2020,CUNDINAMARCA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,META,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,ATLANTICO,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,CALDAS,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,CAQUETA,47,12,1
11/16/2020,MAGDALENA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,LA GUAJIRA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,CALDAS,47,12,1
11/16/2020,RISARALDA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,CAQUETA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,BOYACA,47,12,1
11/16/2020,NARIÑO,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,RISARALDA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,MAGDALENA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,BOLIVAR,47,12,1
11/16/2020,CAQUETA,47,12,1
11/16/2020,LA GUAJIRA,47,12,1
11/16/2020,CUNDINAMARCA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,CALDAS,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,CUNDINAMARCA,47,12,1
11/16/2020,CALDAS,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,META,47,12,1
11/16/2020,META,47,12,1
11/16/2020,BOYACA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,RISARALDA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,PUTUMAYO,47,12,1
11/16/2020,MAGDALENA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,META,47,12,1
11/16/2020,BOYACA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,RISARALDA,47,12,1
11/16/2020,QUINDIO,47,12,1
11/16/2020,LA GUAJIRA,47,12,1
11/16/2020,CESAR,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,BOGOTA DC,47,12,1
11/16/2020,TOLIMA,47,12,1
11/16/2020,VALLE DEL CAUCA,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,NORTE SANTANDER,47,12,1
11/16/2020,SANTANDER,47,12,1
11/16/2020,HUILA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/16/2020,ANTIOQUIA,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,BOLIVAR,47,12,1
11/17/2020,CESAR,47,12,1
11/17/2020,BOYACA,47,12,1
11/17/2020,TOLIMA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,PUTUMAYO,47,12,1
11/17/2020,CAQUETA,47,12,1
11/17/2020,CESAR,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ATLANTICO,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,CALDAS,47,12,1
11/17/2020,NARIÑO,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,NARIÑO,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ATLANTICO,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,PUTUMAYO,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,RISARALDA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,TOLIMA,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,TOLIMA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,CALDAS,47,12,1
11/17/2020,NORTE SANTANDER,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,BOLIVAR,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOYACA,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,TOLIMA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,ARAUCA,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,NORTE SANTANDER,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,CUNDINAMARCA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,META,47,12,1
11/17/2020,CESAR,47,12,1
11/17/2020,META,47,12,1
11/17/2020,NORTE SANTANDER,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,TOLIMA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,NORTE SANTANDER,47,12,1
11/17/2020,MAGDALENA,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,TOLIMA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,ATLANTICO,47,12,1
11/17/2020,ATLANTICO,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,GUAVIARE,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,CAQUETA,47,12,1
11/17/2020,BOLIVAR,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,CALDAS,47,12,1
11/17/2020,BOYACA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,RISARALDA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,BOYACA,47,12,1
11/17/2020,RISARALDA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,CALDAS,47,12,1
11/17/2020,RISARALDA,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,ATLANTICO,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,VALLE DEL CAUCA,47,12,1
11/17/2020,CALDAS,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,NORTE SANTANDER,47,12,1
11/17/2020,NORTE SANTANDER,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,ANTIOQUIA,47,12,1
11/17/2020,HUILA,47,12,1
11/17/2020,QUINDIO,47,12,1
11/17/2020,BOGOTA DC,47,12,1
11/17/2020,CESAR,47,12,1
11/17/2020,SANTANDER,47,12,1
11/17/2020,MAGDALENA,47,12,1
11/17/2020,QUINDIO,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,QUINDIO,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,RISARALDA,47,12,1
11/18/2020,HUILA,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,META,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,CALDAS,47,12,1
11/18/2020,BOLIVAR,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,HUILA,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,TOLIMA,47,12,1
11/18/2020,NORTE SANTANDER,47,12,1
11/18/2020,NARIÑO,47,12,1
11/18/2020,RISARALDA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,CAQUETA,47,12,1
11/18/2020,CESAR,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,NORTE SANTANDER,47,12,1
11/18/2020,RISARALDA,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,BOYACA,47,12,1
11/18/2020,SANTANDER,47,12,1
11/18/2020,VALLE DEL CAUCA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,NORTE SANTANDER,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,SANTANDER,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,ATLANTICO,47,12,1
11/18/2020,HUILA,47,12,1
11/18/2020,HUILA,47,12,1
11/18/2020,CUNDINAMARCA,47,12,1
11/18/2020,HUILA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,SANTANDER,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,HUILA,47,12,1
11/18/2020,TOLIMA,47,12,1
11/18/2020,BOLIVAR,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,VALLE DEL CAUCA,47,12,1
11/18/2020,SANTANDER,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,VALLE DEL CAUCA,47,12,1
11/18/2020,VALLE DEL CAUCA,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,NARIÑO,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,CAUCA,47,12,1
11/18/2020,CUNDINAMARCA,47,12,1
11/18/2020,META,47,12,1
11/18/2020,SANTANDER,47,12,1
11/18/2020,NORTE SANTANDER,47,12,1
11/18/2020,SUCRE,47,12,1
11/18/2020,CALDAS,47,12,1
11/18/2020,BOGOTA DC,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
11/18/2020,CORDOBA,47,12,1
11/18/2020,CUNDINAMARCA,47,12,1
11/18/2020,ANTIOQUIA,47,12,1
