exec_date,index,entity,period,total,mean,stdev,min,p25,p50,p75,max,no_data,pv_period,pv_value,pv_min_lim,pv_max_lim,var_coef
2020-12-16 11:40:22.538824,59,81001,8,1538.1777,192.2722,107.1563,70.6034,123.8071,188.3292,196.1628,451.4213,2,2020-2019,0.0,-0.0077,0.0654,176.0841
2020-12-16 11:40:22.538824,60,81001,9,1517.7846,189.7231,75.736,130.6438,148.9718,162.7449,184.558,377.4354,2,2020-2019,0.0,-0.0,0.0543,176.0841
2020-12-16 11:40:22.538824,61,81001,10,1409.1894,176.1487,39.2095,105.4739,158.6906,171.2854,195.9903,240.1861,2,2020-2019,0.0,0.0,0.1864,176.0841
2020-12-16 11:40:22.538824,62,81001,11,1616.8396,202.105,38.4211,143.5336,185.8568,203.4824,225.275,261.7196,2,2020-2019,0.0,-0.0078,0.3979,176.0841
2020-12-16 11:40:22.538824,63,81001,12,1534.5886,191.8236,40.0372,140.2323,164.1145,180.4507,215.4345,265.9204,2,2020-2019,0.0,-0.104,0.0789,176.0841
2020-12-16 11:40:22.538824,64,81001,13,4530.3995,503.3777,872.0029,104.2753,191.7246,216.9957,234.9025,2966.486,1,2020-2019,0.0,-0.1165,0.0785,176.0841
2020-12-16 11:40:22.538824,65,63001,1,4102.6441,586.092,219.6477,147.2341,509.1028,569.8804,754.0485,859.227,3,2020-2019,-0.3037,0.0,0.1125,165.1545
2020-12-16 11:40:22.538824,66,63001,2,4679.6349,584.9544,294.5424,1.3623,482.0255,636.2084,677.9714,1116.8589,2,2020-2019,-0.4334,-0.0708,0.1652,165.1545
2020-12-16 11:40:22.538824,67,63001,3,5588.0836,798.2977,180.8174,534.3064,688.5901,789.243,891.689,1103.9759,3,2020-2019,-0.4444,-0.2114,0.069,165.1545
2020-12-16 11:40:22.538824,68,63001,4,5812.7255,726.5907,465.0624,0.332,593.5157,699.7094,782.329,1766.4662,2,2020-2019,-0.6279,-0.9995,2098.4111,165.1545
2020-12-16 11:40:22.538824,69,63001,5,4590.4978,655.7854,242.6008,457.5186,495.6163,599.6036,665.5286,1211.0857,3,2020-2019,0.0,-0.0122,0.2075,165.1545
2020-12-16 11:40:22.538824,70,63001,6,11445.1328,1430.6416,1986.066,483.6088,581.6146,684.6543,813.7383,6666.1359,2,2020-2019,0.0,-0.0492,0.2068,165.1545
2020-12-16 11:40:22.538824,71,63001,7,4750.4636,678.6377,141.8232,432.4071,619.5676,682.0703,738.1823,920.4863,3,2020-2019,0.0,-0.2601,0.0787,165.1545
2020-12-16 11:40:22.538824,72,63001,8,4782.0212,597.7527,179.5915,193.1411,551.8558,606.0381,709.4283,847.4518,2,2020-2019,0.0,-0.1143,0.2017,165.1545
2020-12-16 11:40:22.538824,73,63001,9,5846.3486,730.7936,196.8275,368.9756,644.1526,741.8656,805.7949,1112.1307,2,2020-2019,0.0,-0.1095,0.0732,165.1545
2020-12-16 11:40:22.538824,74,63001,10,14369.0156,1596.5573,2345.2144,538.4443,667.6794,770.1195,887.1336,8210.7801,1,2020-2019,0.0,-0.1858,0.0819,165.1545
2020-12-16 11:40:22.538824,75,63001,11,13529.9759,1503.3307,2451.3019,434.3891,566.2457,643.9515,684.7389,8424.9036,1,2020-2019,0.0,-0.9484,12.0831,165.1545
2020-12-16 11:40:22.538824,76,63001,12,5287.0365,660.8796,194.8706,397.722,575.149,609.6452,721.7978,1101.5162,2,2020-2019,0.0,-0.0383,0.2081,165.1545
2020-12-16 11:40:22.538824,77,63001,13,6958.7581,869.8448,821.0736,381.866,492.8262,593.461,663.4415,3024.8038,2,2020-2019,0.0,-0.1839,0.0369,165.1545
2020-12-16 11:40:22.538824,78,08000,1,1268.0465,181.1495,33.6052,130.5568,161.0788,179.8581,196.6916,242.0908,3,2020-2019,-0.0879,-0.137,0.1268,164.5598
2020-12-16 11:40:22.538824,79,08000,2,5846.1804,584.618,715.2061,70.5655,135.0536,185.2507,869.7053,2174.3519,0,2020-2019,-0.4005,-0.9116,13.2436,164.5598
2020-12-16 11:40:22.538824,80,08000,3,1092.1513,121.3501,64.383,0.8248,102.9955,124.182,184.2786,202.8443,1,2020-2019,-0.3694,-0.9943,223.2705,164.5598
2020-12-16 11:40:22.538824,81,08000,4,1023.0556,146.1508,39.7491,90.414,106.9532,170.5404,180.3916,187.4115,3,2020-2019,-0.5006,-0.0242,0.0989,164.5598
2020-12-16 11:40:22.538824,82,08000,5,1164.4359,166.348,42.5745,100.5285,137.2734,158.1711,203.6484,223.8926,3,2020-2019,0.0,-0.2935,0.283,164.5598
2020-12-16 11:40:22.538824,83,08000,6,1276.8056,182.4008,35.2483,145.6739,157.8572,163.3435,202.0186,248.0364,3,2020-2019,0.0,-0.1182,0.0,164.5598
2020-12-16 11:40:22.538824,84,08000,7,1120.3849,160.055,43.3109,103.4259,124.0898,158.4198,193.3757,223.6082,3,2020-2019,0.0,-0.2868,0.0,164.5598
2020-12-16 11:40:22.538824,85,08000,8,989.6689,123.7086,48.9785,39.8367,86.1592,128.0421,169.7702,186.2657,2,2020-2019,0.0,-0.0751,0.0,164.5598
2020-12-16 11:40:22.538824,86,08000,9,1072.4887,134.0611,43.5356,88.0293,97.5006,114.9048,171.683,208.1267,2,2020-2019,0.0,-0.1956,0.1021,164.5598
2020-12-16 11:40:22.538824,87,08000,10,1247.1189,155.8899,42.0839,88.2175,116.0713,172.5934,183.9314,217.5944,2,2020-2019,0.0,-0.1566,0.0091,164.5598
2020-12-16 11:40:22.538824,88,08000,11,1226.7044,153.338,40.8774,101.3165,126.3724,147.0378,174.6085,222.7549,2,2020-2019,0.0,-0.2641,0.0,164.5598
2020-12-16 11:40:22.538824,89,08000,12,1347.4796,168.435,56.2888,77.3483,115.8198,185.6284,205.6942,256.8873,2,2020-2019,0.0,-0.2512,0.0,164.5598
2020-12-16 11:40:22.538824,90,08000,13,781.442,78.1442,56.1372,0.0786,27.9751,87.3511,130.3124,143.9881,0,2020-2019,0.0,-0.9994,1608.4758,164.5598
2020-12-16 11:40:22.538824,91,08001,1,3025.526,432.218,216.1914,58.4613,299.4457,561.7291,591.2448,623.9547,3,2020-2019,-0.1318,-0.0762,0.1108,173.3742
2020-12-16 11:40:22.538824,92,08001,2,5990.8819,665.6535,498.8385,53.436,465.728,526.5214,734.0947,1794.5823,1,2020-2019,-0.34,-0.5909,2.4646,173.3742
2020-12-16 11:40:22.538824,93,08001,3,13936.2799,1548.4755,2197.222,48.3269,369.7519,529.5077,739.5133,6534.5735,1,2020-2019,-0.0799,-0.8868,10.3349,173.3742
2020-12-16 11:40:22.538824,94,08001,4,3052.9945,436.1421,229.5281,78.6464,283.0539,496.7454,569.2095,773.076,3,2020-2019,-0.6823,-0.1209,0.1542,173.3742
2020-12-16 11:40:22.538824,95,08001,5,3079.9617,439.9945,219.1869,132.7524,254.8494,517.2525,576.0577,768.1427,3,2020-2019,0.0,-0.0193,0.2077,173.3742
2020-12-16 11:40:22.538824,96,08001,6,2996.7041,428.1006,189.1099,159.6379,315.5239,481.7654,495.5644,733.1242,3,2020-2019,0.0,-0.0133,0.0609,173.3742
2020-12-16 11:40:22.538824,97,08001,7,3041.1704,434.4529,206.9904,96.0675,309.536,481.6462,597.604,649.1768,3,2020-2019,0.0,-0.2247,0.2624,173.3742
2020-12-16 11:40:22.538824,98,08001,8,4095.2805,511.9101,335.1725,114.9125,376.9084,509.983,539.5504,1275.7028,2,2020-2019,0.0,0.0,0.094,173.3742
2020-12-16 11:40:22.538824,99,08001,9,2823.9013,313.7668,210.7896,0.0828,144.0682,396.3747,457.0164,602.1404,1,2020-2019,0.0,-0.241,0.0748,173.3742
2020-12-16 11:40:22.538824,100,08001,10,3235.8567,404.4821,219.5752,95.1426,157.5038,503.5228,573.4404,670.1823,2,2020-2019,0.0,0.0,0.1221,173.3742
2020-12-16 11:40:22.538824,101,08001,11,2992.8246,374.1031,204.8751,68.4285,171.8045,458.5054,531.0359,639.4416,2,2020-2019,0.0,-0.2069,0.0242,173.3742
2020-12-16 11:40:22.538824,102,08001,12,3199.4111,399.9264,237.3146,56.4619,120.8804,534.4029,574.8139,672.6303,2,2020-2019,0.0,-0.1259,0.0706,173.3742
2020-12-16 11:40:22.538824,103,08001,13,2437.6567,270.8507,179.6037,13.5016,84.6768,375.543,421.9068,497.376,1,2020-2019,0.0,-0.1099,0.0,173.3742
2020-12-16 11:40:22.538824,104,11001,1,4931.0816,547.898,346.2293,0.1834,274.4955,687.7593,741.1043,1003.8969,1,2020-2019,-0.2884,-0.9997,5472.8108,118.6486
2020-12-16 11:40:22.538824,105,11001,2,9959.7389,1106.6377,1046.459,0.1433,743.2205,904.5363,987.2641,3899.3957,1,2020-2019,-0.2072,-0.0183,0.2223,118.6486
2020-12-16 11:40:22.538824,106,11001,3,16910.4959,1691.0496,1666.9543,639.7542,703.5414,833.2584,1288.9099,5214.5159,0,2020-2019,0.0039,-0.769,6.437,118.6486
2020-12-16 11:40:22.538824,107,11001,4,14772.751,1477.2751,1727.1515,4.1283,604.5555,754.2752,960.5412,5303.9299,0,2020-2019,-0.8042,-0.8088,5.6323,118.6486
2020-12-16 11:40:22.538824,108,11001,5,5261.8938,657.7367,266.4267,0.0272,615.0522,797.0913,809.0831,845.8144,2,2020-2019,0.0,-0.0522,0.0209,118.6486
2020-12-16 11:40:22.538824,109,11001,6,5159.9029,737.129,114.3143,577.929,662.4858,729.0746,791.1973,945.5329,3,2020-2019,0.0,-0.0446,0.223,118.6486
2020-12-16 11:40:22.538824,110,11001,7,4740.9565,474.0956,320.9877,0.0122,142.0962,590.1223,726.3334,826.9047,0,2020-2019,0.0,-1.0,52166.4262,118.6486
2020-12-16 11:40:22.538824,111,11001,8,5163.9662,516.3966,307.9458,0.0521,296.1016,656.3255,765.8993,841.3221,0,2020-2019,0.0,-0.9998,5179.8194,118.6486
2020-12-16 11:40:22.538824,112,11001,9,5885.7812,735.7226,145.2527,492.6409,649.4438,765.2088,863.8128,898.3207,2,2020-2019,0.0,-0.044,0.0223,118.6486
2020-12-16 11:40:22.538824,113,11001,10,5942.6731,742.8341,113.5499,563.5419,653.8755,755.6067,811.8399,945.8848,2,2020-2019,0.0,-0.1876,0.0,118.6486
2020-12-16 11:40:22.538824,114,11001,11,5922.7244,658.0805,257.9473,0.6124,685.0207,708.366,769.7311,971.8672,1,2020-2019,0.0,-0.1596,0.3695,118.6486
2020-12-16 11:40:22.538824,115,11001,12,5332.5748,592.5083,244.2005,1.1206,569.565,613.0087,733.2408,868.5732,1,2020-2019,0.0,-0.2062,0.0,118.6486
2020-12-16 11:40:22.538824,116,11001,13,5359.6425,535.9642,277.8503,0.0391,543.2352,636.2276,725.4756,779.9407,0,2020-2019,0.0,-0.9991,1310.5862,118.6486
2020-12-16 11:40:22.538824,117,13000,1,963.6772,137.6682,10.2453,124.5517,130.2537,134.2556,145.7211,152.9203,3,2020-2019,-0.1795,-0.1855,0.0113,134.1886
2020-12-16 11:40:22.538824,118,13000,2,1016.5817,127.0727,50.5815,0.0976,131.8907,142.1323,155.0367,168.4535,2,2020-2019,-0.2211,-0.135,0.0464,134.1886
2020-12-16 11:40:22.538824,119,13000,3,2211.1747,276.3968,387.5384,94.4942,124.841,131.9542,151.3963,1300.6489,2,2020-2019,-0.3619,-0.1903,0.0061,134.1886
2020-12-16 11:40:22.538824,120,13000,4,2403.8013,267.089,278.9652,95.7355,127.9803,151.6979,170.2151,1000.664,1,2020-2019,-0.6394,-0.8484,6.7923,134.1886
2020-12-16 11:40:22.538824,121,13000,5,3097.0504,344.1167,376.1179,122.6739,143.6174,160.4131,181.8918,1243.0926,1,2020-2019,0.0,-0.771,4.693,134.1886
2020-12-16 11:40:22.538824,122,13000,6,1066.3932,152.3419,17.3582,137.5575,141.2635,145.4656,154.3522,192.1386,3,2020-2019,0.0,-0.1186,0.0575,134.1886
2020-12-16 11:40:22.538824,123,13000,7,1009.5344,144.2192,20.0697,106.6188,133.7502,147.548,159.9328,168.0017,3,2020-2019,0.0,-0.2774,0.0,134.1886
2020-12-16 11:40:22.538824,124,13000,8,959.0351,119.8794,42.5943,29.9528,100.9942,130.6848,149.2312,169.4611,2,2020-2019,0.0,-0.2136,0.0505,134.1886
2020-12-16 11:40:22.538824,125,13000,9,1089.2243,136.153,30.0618,79.2007,115.0123,149.7312,155.0586,176.1969,2,2020-2019,0.0,-0.1145,0.0,134.1886
